tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
CUFF.48	-	-	CUFF.48	-	-	chr1:9719258-9719766	-	-	7.76763	4.8828	10.6525	OK
CUFF.50	-	-	CUFF.50	-	-	chr1:9880368-9881891	-	-	17.6722	7.01545	28.3289	OK
CUFF.49	-	-	CUFF.49	-	-	chr1:9871629-9877253	-	-	25.705	12.8525	38.5575	OK
CUFF.51	-	-	CUFF.51	-	-	chr1:9899588-9899818	-	-	42.4109	24.9801	59.8418	OK
CUFF.52	-	-	CUFF.52	-	-	chr1:9899994-9900336	-	-	7.5714	3.37154	11.7713	OK
CUFF.53	-	-	CUFF.53	-	-	chr1:9888875-9899532	-	-	4.42497	3.11787	5.73207	OK
CUFF.55	-	-	CUFF.55	-	-	chr1:9720337-9747458	-	-	22.2448	21.2182	23.2714	OK
CUFF.54	-	-	CUFF.54	-	-	chr1:9942028-9944058	-	-	38.0229	28.1219	47.9238	OK
CUFF.37	-	-	CUFF.37	-	-	chr1:6860351-6860652	-	-	10.4136	4.63718	16.19	OK
CUFF.46	-	-	CUFF.46	-	-	chr1:7120202-7173624	-	-	22.8663	21.2821	24.4506	OK
CUFF.56	-	-	CUFF.56	-	-	chr1:9865158-9865350	-	-	29.0316	9.6772	48.386	OK
CUFF.58	-	-	CUFF.58	-	-	chr1:10133189-10134218	-	-	39.8234	20.5062	59.1406	OK
CUFF.60	-	-	CUFF.60	-	-	chr1:10135935-10136266	-	-	11.3333	5.98719	16.6794	OK
CUFF.57	-	-	CUFF.57	-	-	chr1:10024604-10037891	-	-	62.7729	57.6241	67.9217	OK
CUFF.61	-	-	CUFF.61	-	-	chr1:10216544-10232509	-	-	77.4237	30.7355	124.112	OK
CUFF.62	-	-	CUFF.62	-	-	chr1:11065791-11065913	-	-	314.857	170.187	459.527	OK
CUFF.63	-	-	CUFF.63	-	-	chr1:11098461-11098596	-	-	204.873	108.231	301.514	OK
CUFF.65	-	-	CUFF.65	-	-	chr1:11185891-11185977	-	-	449.748	109.771	789.726	OK
CUFF.66	-	-	CUFF.66	-	-	chr1:11186639-11204168	-	-	15.1377	10.9684	19.307	OK
CUFF.67	-	-	CUFF.67	-	-	chr1:11101070-11140328	-	-	15.5836	13.1041	18.0632	OK
CUFF.64	-	-	CUFF.64	-	-	chr1:11142652-11149849	-	-	66.0315	34.8834	97.1796	OK
CUFF.70	-	-	CUFF.70	-	-	chr1:11265674-11265745	-	-	2183	1045.35	3320.65	OK
CUFF.71	-	-	CUFF.71	-	-	chr1:11208509-11231797	-	-	50.8398	35.2205	66.4592	OK
CUFF.72	-	-	CUFF.72	-	-	chr1:11265973-11266157	-	-	33.645	11.215	56.0749	OK
CUFF.68	-	-	CUFF.68	-	-	chr1:11153544-11185255	-	-	13.0087	11.1211	14.8962	OK
CUFF.59	-	-	CUFF.59	-	-	chr1:9606979-9627143	-	-	215.624	206.164	225.085	OK
CUFF.69	-	-	CUFF.69	-	-	chr1:11068015-11089879	-	-	26.6235	19.2907	33.9562	OK
CUFF.73	-	-	CUFF.73	-	-	chr1:11601119-11601794	-	-	23.1607	19.1517	27.1698	OK
CUFF.74	-	-	CUFF.74	-	-	chr1:11747974-11798563	-	-	41.1098	21.1686	61.051	OK
CUFF.75	-	-	CUFF.75	-	-	chr1:11829838-11933604	-	-	320.718	153.579	487.858	OK
CUFF.77	-	-	CUFF.77	-	-	chr1:11289274-11347100	-	-	17.7245	16.5172	18.9317	OK
CUFF.78	-	-	CUFF.78	-	-	chr1:11974919-11975225	-	-	10.7396	4.99903	16.4801	OK
CUFF.79	-	-	CUFF.79	-	-	chr1:11975292-11975542	-	-	20.4188	9.77772	31.0599	OK
CUFF.81	-	-	CUFF.81	-	-	chr1:12805187-12807879	-	-	49.3894	17.4993	81.2795	OK
CUFF.82	-	-	CUFF.82	-	-	chr1:12821976-12836135	-	-	76.8791	25.6264	128.132	OK
CUFF.83	-	-	CUFF.83	-	-	chr1:12818409-12820848	-	-	18.8082	11.823	25.7933	OK
CUFF.84	-	-	CUFF.84	-	-	chr1:12859270-12859619	-	-	13.8909	8.32953	19.4523	OK
CUFF.76	-	-	CUFF.76	-	-	chr1:10137586-10215984	-	-	24.5568	23.2105	25.903	OK
CUFF.80	-	-	CUFF.80	-	-	chr1:11414479-11601062	-	-	22.2843	20.8549	23.7136	OK
CUFF.85	-	-	CUFF.85	-	-	chr1:12839897-12859002	-	-	10.1255	7.84855	12.4024	OK
CUFF.86	-	-	CUFF.86	-	-	chr1:12859691-12860651	-	-	7.56045	5.72596	9.39494	OK
CUFF.88	-	-	CUFF.88	-	-	chr1:13160268-13165061	-	-	11.369	7.07194	15.6661	OK
CUFF.89	-	-	CUFF.89	-	-	chr1:13139162-13142535	-	-	26.061	24.4108	27.7112	OK
CUFF.90	-	-	CUFF.90	-	-	chr1:13166917-13174246	-	-	12.6653	7.45985	17.8707	OK
CUFF.91	-	-	CUFF.91	-	-	chr1:13175072-13180626	-	-	18.48	14.3957	22.5644	OK
CUFF.87	-	-	CUFF.87	-	-	chr1:13142637-13146967	-	-	23.6257	10.5205	36.7308	OK
CUFF.92	-	-	CUFF.92	-	-	chr1:13221306-13224712	-	-	23.1408	13.4423	32.8394	OK
CUFF.93	-	-	CUFF.93	-	-	chr1:13564710-13570083	-	-	18.4924	16.6523	20.3324	OK
CUFF.94	-	-	CUFF.94	-	-	chr1:13571803-13589711	-	-	28.6327	24.2769	32.9885	OK
CUFF.96	-	-	CUFF.96	-	-	chr1:13625084-13625880	-	-	5.4453	3.69739	7.19321	OK
CUFF.95	-	-	CUFF.95	-	-	chr1:13625930-13626276	-	-	8.36071	3.97008	12.7513	OK
CUFF.97	-	-	CUFF.97	-	-	chr1:13626373-13626679	-	-	13.808	7.29456	20.3215	OK
CUFF.98	-	-	CUFF.98	-	-	chr1:13630087-13647503	-	-	13.3002	8.78408	17.8163	OK
CUFF.99	-	-	CUFF.99	-	-	chr1:14169026-14169923	-	-	5.89026	4.21323	7.56728	OK
CUFF.100	-	-	CUFF.100	-	-	chr1:14170099-14170417	-	-	22.2435	14.3637	30.1234	OK
CUFF.101	-	-	CUFF.101	-	-	chr1:14170480-14170567	-	-	613.011	217.198	1008.83	OK
CUFF.102	-	-	CUFF.102	-	-	chr1:14179484-14183409	-	-	19.7757	9.20516	30.3463	OK
CUFF.104	-	-	CUFF.104	-	-	chr1:14550814-14550880	-	-	6428.38	4119.53	8737.23	OK
CUFF.103	-	-	CUFF.103	-	-	chr1:14184432-14184665	-	-	193.866	68.6892	319.043	OK
CUFF.105	-	-	CUFF.105	-	-	chr1:14777709-14777932	-	-	27.3349	12.7238	41.946	OK
CUFF.106	-	-	CUFF.106	-	-	chr1:14777990-14778079	-	-	727.039	323.75	1130.33	OK
CUFF.107	-	-	CUFF.107	-	-	chr1:15286194-15286443	-	-	16.5364	6.95288	26.1199	OK
CUFF.108	-	-	CUFF.108	-	-	chr1:15709688-15710427	-	-	7.01519	4.94296	9.08742	OK
CUFF.109	-	-	CUFF.109	-	-	chr1:15711299-15711502	-	-	29.3382	11.6466	47.0298	OK
CUFF.110	-	-	CUFF.110	-	-	chr1:15712496-15712969	-	-	6.35285	3.58024	9.12546	OK
CUFF.111	-	-	CUFF.111	-	-	chr1:15711985-15712284	-	-	18.753	10.8934	26.6126	OK
CUFF.112	-	-	CUFF.112	-	-	chr1:15711569-15711926	-	-	8.97123	4.61954	13.3229	OK
CUFF.113	-	-	CUFF.113	-	-	chr1:15713104-15713435	-	-	10.074	5.03701	15.111	OK
CUFF.114	-	-	CUFF.114	-	-	chr1:15713547-15714017	-	-	9.48322	6.07675	12.8897	OK
CUFF.115	-	-	CUFF.115	-	-	chr1:15714696-15715244	-	-	5.2103	2.98862	7.43198	OK
CUFF.116	-	-	CUFF.116	-	-	chr1:15714068-15714358	-	-	15.9378	8.41971	23.456	OK
CUFF.117	-	-	CUFF.117	-	-	chr1:15716018-15716305	-	-	10.933	4.59688	17.2691	OK
CUFF.118	-	-	CUFF.118	-	-	chr1:15715341-15715712	-	-	13.0886	8.04054	18.1366	OK
CUFF.119	-	-	CUFF.119	-	-	chr1:15718822-15719051	-	-	28.6717	14.3359	43.0076	OK
CUFF.120	-	-	CUFF.120	-	-	chr1:15721477-15721821	-	-	10.916	5.9003	15.9316	OK
CUFF.121	-	-	CUFF.121	-	-	chr1:15719655-15720429	-	-	6.01285	4.14269	7.88302	OK
CUFF.122	-	-	CUFF.122	-	-	chr1:15719113-15719250	-	-	183.297	94.3849	272.209	OK
CUFF.123	-	-	CUFF.123	-	-	chr1:15720510-15720732	-	-	31.7003	15.8502	47.5505	OK
CUFF.124	-	-	CUFF.124	-	-	chr1:15720928-15721363	-	-	5.27965	2.52821	8.03109	OK
CUFF.125	-	-	CUFF.125	-	-	chr1:15719332-15719586	-	-	28.5381	16.3694	40.7068	OK
CUFF.126	-	-	CUFF.126	-	-	chr1:15721879-15722489	-	-	6.22453	3.98861	8.46045	OK
CUFF.127	-	-	CUFF.127	-	-	chr1:15722675-15723730	-	-	12.572	10.3744	14.7696	OK
CUFF.128	-	-	CUFF.128	-	-	chr1:15819655-15819763	-	-	236.284	78.7615	393.807	OK
CUFF.129	-	-	CUFF.129	-	-	chr1:15831505-15843179	-	-	13.8337	10.0235	17.6438	OK
CUFF.130	-	-	CUFF.130	-	-	chr1:16131543-16131702	-	-	62.7272	22.225	103.229	OK
CUFF.131	-	-	CUFF.131	-	-	chr1:16131820-16132518	-	-	9.57726	7.01859	12.1359	OK
CUFF.132	-	-	CUFF.132	-	-	chr1:16561523-16561781	-	-	12.3768	4.38524	20.3683	OK
CUFF.133	-	-	CUFF.133	-	-	chr1:16564833-16565160	-	-	8.43125	3.75443	13.1081	OK
CUFF.134	-	-	CUFF.134	-	-	chr1:16565225-16565439	-	-	22.3522	7.91966	36.7847	OK
CUFF.135	-	-	CUFF.135	-	-	chr1:16565786-16566438	-	-	12.5598	9.49103	15.6286	OK
CUFF.136	-	-	CUFF.136	-	-	chr1:16566533-16566901	-	-	20.2293	13.8305	26.6281	OK
CUFF.137	-	-	CUFF.137	-	-	chr1:16567631-16567822	-	-	36.1275	14.3418	57.9132	OK
CUFF.138	-	-	CUFF.138	-	-	chr1:16568378-16568795	-	-	11.0633	6.95447	15.1721	OK
CUFF.139	-	-	CUFF.139	-	-	chr1:16639278-16639659	-	-	7.32739	3.6637	10.9911	OK
CUFF.140	-	-	CUFF.140	-	-	chr1:16640338-16640684	-	-	7.93559	3.69384	12.1773	OK
CUFF.141	-	-	CUFF.141	-	-	chr1:16639917-16640234	-	-	9.10845	4.05599	14.1609	OK
CUFF.142	-	-	CUFF.142	-	-	chr1:16568888-16619276	-	-	40.3889	37.5861	43.1916	OK
CUFF.143	-	-	CUFF.143	-	-	chr1:16767309-16767745	-	-	11.215	7.24205	15.188	OK
CUFF.144	-	-	CUFF.144	-	-	chr1:16768228-16768358	-	-	235.517	124.42	346.614	OK
CUFF.145	-	-	CUFF.145	-	-	chr1:16665472-16678168	-	-	42.4446	38.9013	45.9879	OK
CUFF.146	-	-	CUFF.146	-	-	chr1:17091311-17091516	-	-	41.2847	20.6424	61.9271	OK
CUFF.149	-	-	CUFF.149	-	-	chr1:16641730-16656887	-	-	90.2696	85.1515	95.3877	OK
CUFF.151	-	-	CUFF.151	-	-	chr1:17397525-17397848	-	-	11.6994	6.02668	17.3722	OK
CUFF.152	-	-	CUFF.152	-	-	chr1:17398091-17398379	-	-	20.3039	11.6484	28.9594	OK
CUFF.153	-	-	CUFF.153	-	-	chr1:17398998-17399234	-	-	36.6331	21.0165	52.2496	OK
CUFF.147	-	-	CUFF.147	-	-	chr1:16995016-16997086	-	-	5.3116	4.34177	6.28144	OK
CUFF.148	-	-	CUFF.148	-	-	chr1:16997306-16997560	-	-	20.755	10.3775	31.1325	OK
CUFF.150	-	-	CUFF.150	-	-	chr1:17003897-17004392	-	-	8.67246	5.55722	11.7877	OK
CUFF.154	-	-	CUFF.154	-	-	chr1:16228811-16519221	-	-	102.489	97.7229	107.255	OK
CUFF.155	-	-	CUFF.155	-	-	chr1:17146940-17164277	-	-	46.7659	44.2653	49.2666	OK
CUFF.156	-	-	CUFF.156	-	-	chr1:18262831-18262896	-	-	8563.61	5818.03	11309.2	OK
CUFF.157	-	-	CUFF.157	-	-	chr1:19331743-19331818	-	-	1370.19	576.108	2164.26	OK
CUFF.158	-	-	CUFF.158	-	-	chr1:19332986-19333200	-	-	36.8811	18.449	55.3132	OK
CUFF.159	-	-	CUFF.159	-	-	chr1:20934939-20935167	-	-	19.991	7.93596	32.046	OK
CUFF.160	-	-	CUFF.160	-	-	chr1:20932061-20934721	-	-	22.2435	14.3637	30.1234	OK
CUFF.161	-	-	CUFF.161	-	-	chr1:20935422-20939714	-	-	44.6697	42.7791	46.5603	OK
CUFF.162	-	-	CUFF.162	-	-	chr1:21469474-21505427	-	-	31.9978	25.0986	38.897	OK
CUFF.165	-	-	CUFF.165	-	-	chr1:21505683-21593614	-	-	31.1805	23.8073	38.5537	OK
CUFF.166	-	-	CUFF.166	-	-	chr1:21511872-21513031	-	-	27.3708	24.2952	30.4464	OK
CUFF.167	-	-	CUFF.167	-	-	chr1:22346293-22346503	-	-	54.7391	31.7974	77.6809	OK
CUFF.164	-	-	CUFF.164	-	-	chr1:21398417-21457612	-	-	27.1538	25.8303	28.4772	OK
CUFF.168	-	-	CUFF.168	-	-	chr1:22373351-22432843	-	-	35.2201	29.2921	41.1482	OK
CUFF.171	-	-	CUFF.171	-	-	chr1:22285992-22296993	-	-	76.551	72.7201	80.3818	OK
CUFF.163	-	-	CUFF.163	-	-	chr1:21218837-21230152	-	-	43.1392	38.0546	48.2238	OK
CUFF.170	-	-	CUFF.170	-	-	chr1:22468190-22533434	-	-	69.4173	62.7977	76.0369	OK
CUFF.169	-	-	CUFF.169	-	-	chr1:22538287-22805673	-	-	24.9435	20.5715	29.3155	OK
CUFF.172	-	-	CUFF.172	-	-	chr1:23366349-23379056	-	-	57.6243	54.8772	60.3714	OK
CUFF.173	-	-	CUFF.173	-	-	chr1:24011230-24011729	-	-	5.24365	2.83431	7.653	OK
CUFF.174	-	-	CUFF.174	-	-	chr1:24011782-24012470	-	-	12.3025	9.39332	15.2116	OK
CUFF.175	-	-	CUFF.175	-	-	chr1:23995904-24005617	-	-	36.1351	31.0925	41.1776	OK
CUFF.176	-	-	CUFF.176	-	-	chr1:24029073-24029378	-	-	17.7951	10.337	25.2532	OK
CUFF.177	-	-	CUFF.177	-	-	chr1:24029435-24030091	-	-	7.39725	5.05739	9.73711	OK
CUFF.178	-	-	CUFF.178	-	-	chr1:24030192-24030530	-	-	10.1798	5.24187	15.1177	OK
CUFF.181	-	-	CUFF.181	-	-	chr1:24028293-24028995	-	-	7.86253	5.58122	10.1438	OK
CUFF.180	-	-	CUFF.180	-	-	chr1:24026639-24028240	-	-	49.3894	17.4993	81.2795	OK
CUFF.182	-	-	CUFF.182	-	-	chr1:24030755-24044231	-	-	9.92852	4.96426	14.8928	OK
CUFF.179	-	-	CUFF.179	-	-	chr1:24014778-24024874	-	-	10.9696	7.7857	14.1535	OK
CUFF.183	-	-	CUFF.183	-	-	chr1:24046365-24054127	-	-	17.7907	10.7863	24.7952	OK
CUFF.186	-	-	CUFF.186	-	-	chr1:24258723-24258971	-	-	15.3464	6.09218	24.6006	OK
CUFF.187	-	-	CUFF.187	-	-	chr1:24258078-24258267	-	-	34.0595	12.0677	56.0513	OK
CUFF.184	-	-	CUFF.184	-	-	chr1:23845287-23922124	-	-	66.3696	62.5317	70.2074	OK
CUFF.185	-	-	CUFF.185	-	-	chr1:23846626-23846907	-	-	11.5948	4.87514	18.3144	OK
CUFF.188	-	-	CUFF.188	-	-	chr1:23847378-23847506	-	-	180.159	80.2246	280.093	OK
CUFF.189	-	-	CUFF.189	-	-	chr1:23847603-23847796	-	-	50.6973	25.3486	76.0459	OK
CUFF.190	-	-	CUFF.190	-	-	chr1:23847858-23848195	-	-	12.6639	7.13693	18.1909	OK
CUFF.191	-	-	CUFF.191	-	-	chr1:24765911-24766278	-	-	61.5462	50.4792	72.6132	OK
CUFF.192	-	-	CUFF.192	-	-	chr1:25531871-25532001	-	-	143.927	57.1358	230.718	OK
CUFF.193	-	-	CUFF.193	-	-	chr1:25396434-25432579	-	-	44.0232	34.9293	53.1172	OK
CUFF.194	-	-	CUFF.194	-	-	chr1:25456992-25505018	-	-	22.8892	18.4636	27.3148	OK
CUFF.197	-	-	CUFF.197	-	-	chr1:27990521-27990773	-	-	30.5584	17.751	43.3657	OK
CUFF.196	-	-	CUFF.196	-	-	chr1:25067560-25228770	-	-	41.7099	0	16954.2	OK
CUFF.198	-	-	CUFF.198	-	-	chr1:29737312-29737574	-	-	39.0166	25.3627	52.6705	OK
CUFF.200	-	-	CUFF.200	-	-	chr1:30642117-30642224	-	-	317.375	128.903	505.848	OK
CUFF.195	-	-	CUFF.195	-	-	chr1:25553707-25826777	-	-	20.2467	17.0629	23.4306	OK
CUFF.199	-	-	CUFF.199	-	-	chr1:25829462-25829889	-	-	14.2161	9.6583	18.774	OK
CUFF.208	-	-	CUFF.208	-	-	chr1:32172903-32244111	-	-	13.3123	7.1956	19.4291	OK
CUFF.209	-	-	CUFF.209	-	-	chr1:32333466-32333533	-	-	1330.35	324.7	2336	OK
CUFF.201	-	-	CUFF.201	-	-	chr1:30802368-30891935	-	-	18.3404	16.4745	20.2062	OK
CUFF.202	-	-	CUFF.202	-	-	chr1:30804296-30804867	-	-	19.5401	15.3401	23.7401	OK
CUFF.203	-	-	CUFF.203	-	-	chr1:30804969-30811969	-	-	16.7997	14.8099	18.7894	OK
CUFF.204	-	-	CUFF.204	-	-	chr1:30813019-30816584	-	-	35.0687	27.0334	43.1041	OK
CUFF.205	-	-	CUFF.205	-	-	chr1:30820080-30820240	-	-	116.526	62.985	170.068	OK
CUFF.206	-	-	CUFF.206	-	-	chr1:30820682-30821309	-	-	32.8403	23.4534	42.2272	OK
CUFF.207	-	-	CUFF.207	-	-	chr1:30824208-30873596	-	-	19.0906	15.2854	22.8957	OK
CUFF.210	-	-	CUFF.210	-	-	chr1:32657567-32657838	-	-	10.712	3.7954	17.6286	OK
CUFF.211	-	-	CUFF.211	-	-	chr1:33100875-33101204	-	-	32.6937	23.4688	41.9187	OK
CUFF.212	-	-	CUFF.212	-	-	chr1:33454028-33454225	-	-	32.4879	12.897	52.0788	OK
CUFF.213	-	-	CUFF.213	-	-	chr1:33454280-33480471	-	-	272.036	96.3858	447.686	OK
CUFF.214	-	-	CUFF.214	-	-	chr1:33663834-33669008	-	-	23.1408	13.4423	32.8394	OK
CUFF.215	-	-	CUFF.215	-	-	chr1:33630344-33662366	-	-	49.9792	28.1665	71.7919	OK
CUFF.216	-	-	CUFF.216	-	-	chr1:33739989-33740315	-	-	18.2966	11.3812	25.2121	OK
CUFF.217	-	-	CUFF.217	-	-	chr1:33740367-33740707	-	-	23.6204	16.107	31.1337	OK
CUFF.218	-	-	CUFF.218	-	-	chr1:33736815-33738382	-	-	263.954	184.622	343.286	OK
CUFF.219	-	-	CUFF.219	-	-	chr1:33740943-33741835	-	-	9.73008	7.55688	11.9033	OK
CUFF.220	-	-	CUFF.220	-	-	chr1:33741994-33742536	-	-	12.533	9.05459	16.0113	OK
CUFF.221	-	-	CUFF.221	-	-	chr1:33739264-33739919	-	-	14.1039	10.8691	17.3388	OK
CUFF.223	-	-	CUFF.223	-	-	chr1:33745604-33746082	-	-	4.15835	1.93562	6.38108	OK
CUFF.222	-	-	CUFF.222	-	-	chr1:33723814-33734858	-	-	20.5028	15.0253	25.9804	OK
CUFF.224	-	-	CUFF.224	-	-	chr1:33746185-33746685	-	-	12.9275	9.14447	16.7106	OK
CUFF.225	-	-	CUFF.225	-	-	chr1:33770770-33770896	-	-	161.628	64.1625	259.093	OK
CUFF.227	-	-	CUFF.227	-	-	chr1:33777227-33777459	-	-	22.3457	9.95056	34.7409	OK
CUFF.228	-	-	CUFF.228	-	-	chr1:33783178-33786487	-	-	55.8442	32.0322	79.6563	OK
CUFF.226	-	-	CUFF.226	-	-	chr1:33761868-33769907	-	-	37.841	25.618	50.064	OK
CUFF.229	-	-	CUFF.229	-	-	chr1:33793569-33793769	-	-	36.4674	16.2389	56.6959	OK
CUFF.230	-	-	CUFF.230	-	-	chr1:33793819-33794134	-	-	10.6795	5.11398	16.245	OK
CUFF.231	-	-	CUFF.231	-	-	chr1:33792294-33793509	-	-	7.02983	5.5141	8.54556	OK
CUFF.232	-	-	CUFF.232	-	-	chr1:33794438-33794832	-	-	10.6783	6.4031	14.9534	OK
CUFF.233	-	-	CUFF.233	-	-	chr1:33797784-33814363	-	-	12.2342	11.3955	13.0729	OK
CUFF.234	-	-	CUFF.234	-	-	chr1:34135112-34135236	-	-	187.146	78.6875	295.605	OK
CUFF.236	-	-	CUFF.236	-	-	chr1:34160621-34161159	-	-	46.0392	29.9278	62.1507	OK
CUFF.237	-	-	CUFF.237	-	-	chr1:34152417-34156886	-	-	15.1475	10.3561	19.9388	OK
CUFF.238	-	-	CUFF.238	-	-	chr1:34170383-34173086	-	-	7.38617	4.76959	10.0027	OK
CUFF.239	-	-	CUFF.239	-	-	chr1:34167608-34169794	-	-	10.7015	7.31647	14.0865	OK
CUFF.241	-	-	CUFF.241	-	-	chr1:34199310-34199517	-	-	39.9585	19.9792	59.9377	OK
CUFF.242	-	-	CUFF.242	-	-	chr1:34211225-34213073	-	-	10.2157	7.40202	13.0293	OK
CUFF.243	-	-	CUFF.243	-	-	chr1:33852051-33883649	-	-	95.4208	91.5031	99.3384	OK
CUFF.235	-	-	CUFF.235	-	-	chr1:34006195-34116197	-	-	7.03953	3.89136	10.1877	OK
CUFF.244	-	-	CUFF.244	-	-	chr1:34214542-34217874	-	-	33.659	24.6751	42.6429	OK
CUFF.245	-	-	CUFF.245	-	-	chr1:34218333-34223901	-	-	11.2765	7.53053	15.0225	OK
CUFF.246	-	-	CUFF.246	-	-	chr1:34227772-34229026	-	-	9.02543	7.34945	10.7014	OK
CUFF.247	-	-	CUFF.247	-	-	chr1:34251733-34251911	-	-	56.6773	25.26	88.0946	OK
CUFF.248	-	-	CUFF.248	-	-	chr1:34263276-34263410	-	-	116.98	41.4476	192.513	OK
CUFF.249	-	-	CUFF.249	-	-	chr1:34252809-34260365	-	-	10.3755	8.08235	12.6686	OK
CUFF.250	-	-	CUFF.250	-	-	chr1:34262018-34262251	-	-	16.9552	6.00744	27.903	OK
