tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
CUFF.108	-	-	CUFF.108	-	-	chr1:13624991-13626006	-	-	4.66903	3.35832	5.97974	OK
CUFF.109	-	-	CUFF.109	-	-	chr1:13626166-13626606	-	-	7.83332	4.66891	10.9977	OK
CUFF.107	-	-	CUFF.107	-	-	chr1:12807922-12817455	-	-	26.1097	12.1535	40.0659	OK
CUFF.110	-	-	CUFF.110	-	-	chr1:13626732-13630219	-	-	9.27561	5.62367	12.9276	OK
CUFF.112	-	-	CUFF.112	-	-	chr1:14169017-14169284	-	-	21.1469	11.9176	30.3761	OK
CUFF.113	-	-	CUFF.113	-	-	chr1:14169337-14170372	-	-	4.77805	3.46252	6.09359	OK
CUFF.115	-	-	CUFF.115	-	-	chr1:14252598-14270834	-	-	17.7476	7.0454	28.4498	OK
CUFF.114	-	-	CUFF.114	-	-	chr1:14170447-14170938	-	-	11.7472	8.27717	15.2172	OK
CUFF.111	-	-	CUFF.111	-	-	chr1:13318994-13319037	-	-	27821.1	9273.7	46368.5	OK
CUFF.116	-	-	CUFF.116	-	-	chr1:13480563-13581080	-	-	51.169	38.3971	63.9409	OK
CUFF.117	-	-	CUFF.117	-	-	chr1:13564710-13570083	-	-	17.7816	15.9777	19.5855	OK
CUFF.118	-	-	CUFF.118	-	-	chr1:13571805-13572075	-	-	98.2842	57.8895	138.679	OK
CUFF.119	-	-	CUFF.119	-	-	chr1:15285849-15286324	-	-	4.14571	1.97564	6.31579	OK
CUFF.120	-	-	CUFF.120	-	-	chr1:15285416-15285794	-	-	10.3356	6.14264	14.5285	OK
CUFF.121	-	-	CUFF.121	-	-	chr1:15709620-15710120	-	-	4.95292	2.73791	7.16793	OK
CUFF.122	-	-	CUFF.122	-	-	chr1:15711672-15711989	-	-	6.93916	2.75469	11.1236	OK
CUFF.123	-	-	CUFF.123	-	-	chr1:15712244-15713217	-	-	6.59662	4.98483	8.2084	OK
CUFF.124	-	-	CUFF.124	-	-	chr1:15714058-15714264	-	-	27.4252	11.5312	43.3192	OK
CUFF.125	-	-	CUFF.125	-	-	chr1:15713617-15713890	-	-	18.8853	10.4395	27.3311	OK
CUFF.126	-	-	CUFF.126	-	-	chr1:15716255-15716490	-	-	31.9429	18.0057	45.8802	OK
CUFF.127	-	-	CUFF.127	-	-	chr1:15719895-15720269	-	-	9.00771	5.07643	12.939	OK
CUFF.128	-	-	CUFF.128	-	-	chr1:15720654-15720926	-	-	21.9484	12.7496	31.1472	OK
CUFF.129	-	-	CUFF.129	-	-	chr1:15721914-15722370	-	-	7.84738	4.82079	10.874	OK
CUFF.130	-	-	CUFF.130	-	-	chr1:15721172-15721524	-	-	9.3206	5.03798	13.6032	OK
CUFF.131	-	-	CUFF.131	-	-	chr1:15722450-15722800	-	-	13.4188	8.24342	18.5942	OK
CUFF.132	-	-	CUFF.132	-	-	chr1:15723318-15723750	-	-	11.2366	7.39276	15.0805	OK
CUFF.133	-	-	CUFF.133	-	-	chr1:15843234-15843365	-	-	114.511	40.5725	188.449	OK
CUFF.136	-	-	CUFF.136	-	-	chr1:16131654-16132039	-	-	9.68117	5.70222	13.6601	OK
CUFF.134	-	-	CUFF.134	-	-	chr1:15818940-15819053	-	-	199.028	70.5182	327.538	OK
CUFF.135	-	-	CUFF.135	-	-	chr1:15819662-15842986	-	-	11.3609	7.42823	15.2935	OK
CUFF.137	-	-	CUFF.137	-	-	chr1:16129222-16131527	-	-	8.08477	5.18063	10.9889	OK
CUFF.138	-	-	CUFF.138	-	-	chr1:16132487-16132725	-	-	14.2743	5.05756	23.491	OK
CUFF.139	-	-	CUFF.139	-	-	chr1:16540931-16541171	-	-	13.9045	4.92654	22.8825	OK
CUFF.140	-	-	CUFF.140	-	-	chr1:16564943-16565121	-	-	45.3597	19.0719	71.6474	OK
CUFF.141	-	-	CUFF.141	-	-	chr1:16565174-16565293	-	-	245.67	117.641	373.699	OK
CUFF.142	-	-	CUFF.142	-	-	chr1:16566973-16567166	-	-	31.3813	12.4577	50.3049	OK
CUFF.143	-	-	CUFF.143	-	-	chr1:16565713-16566907	-	-	5.42331	4.14087	6.70576	OK
CUFF.144	-	-	CUFF.144	-	-	chr1:16636047-16636307	-	-	13.0678	5.49447	20.641	OK
CUFF.145	-	-	CUFF.145	-	-	chr1:16639063-16639375	-	-	8.53919	3.8025	13.2759	OK
CUFF.146	-	-	CUFF.146	-	-	chr1:16639779-16640316	-	-	9.47059	6.56097	12.3802	OK
CUFF.148	-	-	CUFF.148	-	-	chr1:16568944-16619278	-	-	35.5919	33.1878	37.996	OK
CUFF.150	-	-	CUFF.150	-	-	chr1:17004102-17091345	-	-	5.01659	3.08178	6.9514	OK
CUFF.147	-	-	CUFF.147	-	-	chr1:16647959-16657018	-	-	6344.74	4290.97	8398.5	OK
CUFF.152	-	-	CUFF.152	-	-	chr1:16641593-16645830	-	-	72.2907	68.8764	75.705	OK
CUFF.151	-	-	CUFF.151	-	-	chr1:16994965-16996455	-	-	8.56734	7.16596	9.96872	OK
CUFF.149	-	-	CUFF.149	-	-	chr1:16996592-17004040	-	-	8.73153	5.31238	12.1507	OK
CUFF.153	-	-	CUFF.153	-	-	chr1:17120953-17121307	-	-	8.71699	4.60505	12.8289	OK
CUFF.157	-	-	CUFF.157	-	-	chr1:17398484-17398676	-	-	29.043	10.2903	47.7957	OK
CUFF.154	-	-	CUFF.154	-	-	chr1:17145512-17160038	-	-	33.5073	25.5196	41.4951	OK
CUFF.158	-	-	CUFF.158	-	-	chr1:17399005-17399215	-	-	52.4988	31.0707	73.9269	OK
CUFF.159	-	-	CUFF.159	-	-	chr1:17161129-17164282	-	-	31.1552	29.3869	32.9235	OK
CUFF.161	-	-	CUFF.161	-	-	chr1:17764557-17764697	-	-	62.7601	15.3179	110.202	OK
CUFF.160	-	-	CUFF.160	-	-	chr1:16228832-16519224	-	-	81.1396	77.1698	85.1094	OK
CUFF.155	-	-	CUFF.155	-	-	chr1:16664561-16865612	-	-	10910	0	27424.5	OK
CUFF.164	-	-	CUFF.164	-	-	chr1:18262831-18262892	-	-	10169.1	6796.19	13542.1	OK
CUFF.165	-	-	CUFF.165	-	-	chr1:20934584-20935300	-	-	5.73836	3.91305	7.56366	OK
CUFF.167	-	-	CUFF.167	-	-	chr1:20941015-20941415	-	-	10.8155	6.79874	14.8323	OK
CUFF.166	-	-	CUFF.166	-	-	chr1:20890646-20932240	-	-	61.5506	40.2444	82.8567	OK
CUFF.168	-	-	CUFF.168	-	-	chr1:20974913-20978765	-	-	14.8886	6.26006	23.5171	OK
CUFF.169	-	-	CUFF.169	-	-	chr1:20935396-20939657	-	-	31.4152	29.9025	32.9278	OK
CUFF.172	-	-	CUFF.172	-	-	chr1:21404932-21479458	-	-	15.4167	12.5107	18.3228	OK
CUFF.173	-	-	CUFF.173	-	-	chr1:21398415-21403128	-	-	29.2827	27.8994	30.666	OK
CUFF.177	-	-	CUFF.177	-	-	chr1:22538285-22538624	-	-	29.9813	21.9015	38.0612	OK
CUFF.176	-	-	CUFF.176	-	-	chr1:22468192-22533508	-	-	27.1688	23.4413	30.8963	OK
CUFF.170	-	-	CUFF.170	-	-	chr1:19330978-19331157	-	-	44.4759	18.7003	70.2514	OK
CUFF.171	-	-	CUFF.171	-	-	chr1:19332146-19332425	-	-	19.9713	11.4576	28.4849	OK
CUFF.174	-	-	CUFF.174	-	-	chr1:19332951-19333199	-	-	28.2625	16.2143	40.3106	OK
CUFF.178	-	-	CUFF.178	-	-	chr1:21487233-21593593	-	-	24.154	19.8192	28.4887	OK
CUFF.179	-	-	CUFF.179	-	-	chr1:21511882-21513035	-	-	31.735	28.5966	34.8733	OK
CUFF.180	-	-	CUFF.180	-	-	chr1:22593274-22593467	-	-	31.3813	12.4577	50.3049	OK
CUFF.181	-	-	CUFF.181	-	-	chr1:22593680-22593840	-	-	88.3496	44.1748	132.524	OK
CUFF.182	-	-	CUFF.182	-	-	chr1:22596365-22805697	-	-	30.8291	25.341	36.3172	OK
CUFF.175	-	-	CUFF.175	-	-	chr1:21218630-21283747	-	-	79.3606	71.3968	87.3245	OK
CUFF.183	-	-	CUFF.183	-	-	chr1:23922035-23922151	-	-	324.505	171.431	477.579	OK
CUFF.185	-	-	CUFF.185	-	-	chr1:23366224-23382840	-	-	43.1464	40.8577	45.4352	OK
CUFF.187	-	-	CUFF.187	-	-	chr1:24011493-24011634	-	-	87.3495	30.949	143.75	OK
CUFF.188	-	-	CUFF.188	-	-	chr1:24011951-24014894	-	-	11.2225	8.49942	13.9455	OK
CUFF.186	-	-	CUFF.186	-	-	chr1:23995875-24005612	-	-	38.1974	33.3917	43.0032	OK
CUFF.189	-	-	CUFF.189	-	-	chr1:24020681-24020783	-	-	353.27	148.536	558.004	OK
CUFF.190	-	-	CUFF.190	-	-	chr1:24021852-24022007	-	-	105.242	54.1921	156.292	OK
CUFF.191	-	-	CUFF.191	-	-	chr1:24028209-24028743	-	-	8.22288	5.49129	10.9545	OK
CUFF.192	-	-	CUFF.192	-	-	chr1:24029055-24029396	-	-	7.92001	3.79256	12.0474	OK
CUFF.193	-	-	CUFF.193	-	-	chr1:24029448-24030015	-	-	6.46768	4.17648	8.75888	OK
CUFF.194	-	-	CUFF.194	-	-	chr1:24046359-24049147	-	-	367.48	0	887.901	OK
CUFF.196	-	-	CUFF.196	-	-	chr1:24054062-24054130	-	-	1915.86	805.542	3026.18	OK
CUFF.198	-	-	CUFF.198	-	-	chr1:24085434-24085528	-	-	364.496	121.499	607.494	OK
CUFF.195	-	-	CUFF.195	-	-	chr1:24030746-24044135	-	-	12.8779	4.56279	21.1929	OK
CUFF.201	-	-	CUFF.201	-	-	chr1:24257831-24258390	-	-	5.57959	3.42764	7.73154	OK
CUFF.202	-	-	CUFF.202	-	-	chr1:24258562-24259018	-	-	10.7538	7.18146	14.3262	OK
CUFF.184	-	-	CUFF.184	-	-	chr1:22285987-22432843	-	-	49.8512	47.0336	52.6689	OK
CUFF.197	-	-	CUFF.197	-	-	chr1:23845569-23891995	-	-	56.6305	53.2652	59.9958	OK
CUFF.199	-	-	CUFF.199	-	-	chr1:23847053-23847381	-	-	11.0121	5.95227	16.0719	OK
CUFF.200	-	-	CUFF.200	-	-	chr1:23847779-23847931	-	-	106.306	53.1528	159.458	OK
CUFF.203	-	-	CUFF.203	-	-	chr1:23848040-23848119	-	-	822.66	291.479	1353.84	OK
CUFF.204	-	-	CUFF.204	-	-	chr1:23848970-23849011	-	-	59307.4	23543.7	95071	OK
CUFF.205	-	-	CUFF.205	-	-	chr1:24765895-24766301	-	-	87.9652	76.427	99.5035	OK
CUFF.206	-	-	CUFF.206	-	-	chr1:25456992-25460793	-	-	152.487	93.6755	211.298	OK
CUFF.207	-	-	CUFF.207	-	-	chr1:25420557-25432579	-	-	49.5234	38.8788	60.168	OK
CUFF.209	-	-	CUFF.209	-	-	chr1:25531875-25532630	-	-	19.8717	12.7336	27.0098	OK
CUFF.208	-	-	CUFF.208	-	-	chr1:25487929-25505018	-	-	24.6153	18.4831	30.7476	OK
CUFF.210	-	-	CUFF.210	-	-	chr1:25553679-25553830	-	-	54.4395	15.9449	92.934	OK
CUFF.211	-	-	CUFF.211	-	-	chr1:25829559-25829767	-	-	57.5249	34.8765	80.1733	OK
CUFF.212	-	-	CUFF.212	-	-	chr1:25826027-25826715	-	-	12.1387	9.39065	14.8868	OK
CUFF.214	-	-	CUFF.214	-	-	chr1:27991292-27991451	-	-	70.5958	29.8699	111.322	OK
CUFF.215	-	-	CUFF.215	-	-	chr1:28800239-28800358	-	-	262.048	131.024	393.072	OK
CUFF.213	-	-	CUFF.213	-	-	chr1:25067553-25396479	-	-	31.9966	29.8838	34.1095	OK
CUFF.217	-	-	CUFF.217	-	-	chr1:30769886-30770235	-	-	15.5084	9.9376	21.0791	OK
CUFF.218	-	-	CUFF.218	-	-	chr1:30802366-30803086	-	-	12.0997	9.45907	14.7404	OK
CUFF.219	-	-	CUFF.219	-	-	chr1:30806167-30806366	-	-	74.5039	46.8338	102.174	OK
CUFF.220	-	-	CUFF.220	-	-	chr1:30805076-30805919	-	-	18.1716	15.2803	21.0629	OK
CUFF.221	-	-	CUFF.221	-	-	chr1:30803144-30804951	-	-	24.3767	22.2379	26.5156	OK
CUFF.222	-	-	CUFF.222	-	-	chr1:30808722-30808817	-	-	621.509	310.755	932.264	OK
CUFF.224	-	-	CUFF.224	-	-	chr1:30820080-30820240	-	-	99.3932	52.5079	146.279	OK
CUFF.226	-	-	CUFF.226	-	-	chr1:30820715-30821301	-	-	38.5149	26.7419	50.2879	OK
CUFF.227	-	-	CUFF.227	-	-	chr1:30831136-30837174	-	-	7.60845	4.83024	10.3867	OK
CUFF.223	-	-	CUFF.223	-	-	chr1:30810704-30811968	-	-	30.698	22.0421	39.3538	OK
CUFF.228	-	-	CUFF.228	-	-	chr1:30829855-30831086	-	-	8.02134	6.50545	9.53723	OK
CUFF.216	-	-	CUFF.216	-	-	chr1:29737280-29737572	-	-	32.0788	21.9318	42.2258	OK
CUFF.225	-	-	CUFF.225	-	-	chr1:30813049-30816585	-	-	89.0499	35.3524	142.748	OK
CUFF.229	-	-	CUFF.229	-	-	chr1:32414883-32472589	-	-	17.5626	9.89766	25.2276	OK
CUFF.230	-	-	CUFF.230	-	-	chr1:32657449-32657755	-	-	14.5041	8.17401	20.8343	OK
CUFF.231	-	-	CUFF.231	-	-	chr1:33100874-33101250	-	-	24.4543	17.9243	30.9843	OK
CUFF.232	-	-	CUFF.232	-	-	chr1:33454008-33454199	-	-	38.4416	17.118	59.7652	OK
CUFF.234	-	-	CUFF.234	-	-	chr1:33662316-33663817	-	-	644.907	300.19	989.625	OK
CUFF.233	-	-	CUFF.233	-	-	chr1:33454290-33484692	-	-	46.2674	19.4536	73.0812	OK
CUFF.235	-	-	CUFF.235	-	-	chr1:33740664-33740810	-	-	76.9093	27.2499	126.569	OK
CUFF.236	-	-	CUFF.236	-	-	chr1:33724942-33739435	-	-	13.2059	10.0016	16.4102	OK
CUFF.237	-	-	CUFF.237	-	-	chr1:33739489-33740593	-	-	9.80514	8.01497	11.5953	OK
CUFF.238	-	-	CUFF.238	-	-	chr1:33741177-33742461	-	-	9.05851	7.48755	10.6295	OK
CUFF.239	-	-	CUFF.239	-	-	chr1:33745635-33746972	-	-	9.47935	7.91032	11.0484	OK
CUFF.240	-	-	CUFF.240	-	-	chr1:33761644-33762055	-	-	8.12685	4.7208	11.5329	OK
CUFF.241	-	-	CUFF.241	-	-	chr1:33762136-33765859	-	-	102.519	45.6516	159.386	OK
CUFF.242	-	-	CUFF.242	-	-	chr1:33762276-33762508	-	-	15.4762	5.48342	25.469	OK
CUFF.243	-	-	CUFF.243	-	-	chr1:33792181-33792780	-	-	10.5906	7.76386	13.4173	OK
CUFF.244	-	-	CUFF.244	-	-	chr1:33792840-33792995	-	-	74.2884	31.2353	117.342	OK
CUFF.245	-	-	CUFF.245	-	-	chr1:33793128-33793457	-	-	14.3824	8.62423	20.1405	OK
CUFF.246	-	-	CUFF.246	-	-	chr1:33793531-33793891	-	-	12.5904	7.7345	17.4463	OK
CUFF.247	-	-	CUFF.247	-	-	chr1:33793973-33794231	-	-	20.0582	10.5964	29.52	OK
CUFF.248	-	-	CUFF.248	-	-	chr1:33794753-33794946	-	-	30.1926	11.269	49.1162	OK
CUFF.249	-	-	CUFF.249	-	-	chr1:33795581-33795774	-	-	39.9398	18.5911	61.2885	OK
CUFF.250	-	-	CUFF.250	-	-	chr1:33801847-33801985	-	-	94.5178	33.4888	155.547	OK
CUFF.251	-	-	CUFF.251	-	-	chr1:33802035-33805406	-	-	6.27642	5.14206	7.41077	OK
CUFF.252	-	-	CUFF.252	-	-	chr1:33797570-33801760	-	-	9.49446	8.65335	10.3356	OK
