tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
CUFF.29.1	-	-	CUFF.29	-	-	chr1:8414205-8414313	108	115.534	236.284	78.7615	393.807	OK
CUFF.30.1	-	-	CUFF.30	-	-	chr1:8362701-8363618	917	4.42318	9.04607	6.9916	11.1005	OK
CUFF.31.1	-	-	CUFF.31	-	-	chr1:8447981-8448075	94	285.927	584.764	260.395	909.133	OK
CUFF.32.1	-	-	CUFF.32	-	-	chr1:8359988-8362633	2645	4.50373	9.21082	8.08592	10.3357	OK
CUFF.34.1	-	-	CUFF.34	-	-	chr1:8679105-8782897	217	22.9641	46.9651	26.9391	66.9911	OK
CUFF.33.1	-	-	CUFF.33	-	-	chr1:8463404-8554763	217	13.5697	27.7521	12.358	43.1462	OK
CUFF.36.1	-	-	CUFF.36	-	-	chr1:8468460-8468675	215	23.1384	47.3215	26.6743	67.9687	OK
CUFF.35.1	-	-	CUFF.35	-	-	chr1:8607074-8677973	260	11.2366	22.9805	12.4215	33.5396	OK
CUFF.39.1	-	-	CUFF.39	-	-	chr1:9451225-9451509	284	6.42094	13.1318	6.11256	20.1511	OK
CUFF.40.1	-	-	CUFF.40	-	-	chr1:9553625-9557085	358	6.15403	12.5859	7.41313	17.7587	OK
CUFF.41.1	-	-	CUFF.41	-	-	chr1:9546526-9547434	908	8.90724	18.2167	15.3013	21.1321	OK
CUFF.38.1	-	-	CUFF.38	-	-	chr1:9203194-9298533	467	7.26122	14.8503	10.5415	19.1591	OK
CUFF.44.1	-	-	CUFF.44	-	-	chr1:9566777-9576770	741	5.27471	10.7876	8.15594	13.4192	OK
CUFF.45.1	-	-	CUFF.45	-	-	chr1:9601151-9601650	499	31.577	64.5797	55.9898	73.1697	OK
CUFF.42.1	-	-	CUFF.42	-	-	chr1:9548120-9553471	264	13.9704	28.5717	14.509	42.6343	OK
CUFF.42.2	-	-	CUFF.42	-	-	chr1:9548120-9553471	318	7.91448	16.1863	7.96167	24.411	OK
CUFF.43.1	-	-	CUFF.43	-	-	chr1:9560130-9563580	149	46.546	95.1936	40.0251	150.362	OK
CUFF.47.1	-	-	CUFF.47	-	-	chr1:9720006-9720285	279	11.0869	22.6745	13.1714	32.1776	OK
CUFF.48.1	-	-	CUFF.48	-	-	chr1:9719258-9719766	508	3.79807	7.76763	4.8828	10.6525	OK
CUFF.50.1	-	-	CUFF.50	-	-	chr1:9880368-9881891	237	8.64101	17.6722	7.01545	28.3289	OK
CUFF.49.1	-	-	CUFF.49	-	-	chr1:9871629-9877253	237	12.5687	25.705	12.8525	38.5575	OK
CUFF.51.1	-	-	CUFF.51	-	-	chr1:9899588-9899818	230	20.7373	42.4109	24.9801	59.8418	OK
CUFF.52.1	-	-	CUFF.52	-	-	chr1:9899994-9900336	342	3.70212	7.5714	3.37154	11.7713	OK
CUFF.53.1	-	-	CUFF.53	-	-	chr1:9888875-9899532	1053	2.16364	4.42497	3.11787	5.73207	OK
CUFF.55.1	-	-	CUFF.55	-	-	chr1:9720337-9747458	7109	10.8768	22.2448	21.2182	23.2714	OK
CUFF.54.1	-	-	CUFF.54	-	-	chr1:9942028-9944058	343	13.5096	27.6292	18.3253	36.9332	OK
CUFF.54.2	-	-	CUFF.54	-	-	chr1:9942028-9944058	337	5.08208	10.3936	3.70179	17.0855	OK
CUFF.37.1	-	-	CUFF.37	-	-	chr1:6860351-6860652	301	5.09185	10.4136	4.63718	16.19	OK
CUFF.46.1	-	-	CUFF.46	-	-	chr1:7120202-7173624	4922	11.1808	22.8663	21.283	24.4497	OK
CUFF.56.1	-	-	CUFF.56	-	-	chr1:9865158-9865350	192	14.1953	29.0316	9.6772	48.386	OK
CUFF.58.1	-	-	CUFF.58	-	-	chr1:10133189-10134218	211	19.4721	39.8234	20.5062	59.1406	OK
CUFF.60.1	-	-	CUFF.60	-	-	chr1:10135935-10136266	331	5.54154	11.3333	5.98719	16.6794	OK
CUFF.57.1	-	-	CUFF.57	-	-	chr1:10024604-10032464	846	8.19155	16.753	12.7728	20.7332	OK
CUFF.57.2	-	-	CUFF.57	-	-	chr1:10024604-10037891	1458	22.502	46.02	41.8232	50.2168	OK
CUFF.61.1	-	-	CUFF.61	-	-	chr1:10216544-10232509	154	37.8572	77.4237	30.7355	124.112	OK
CUFF.62.1	-	-	CUFF.62	-	-	chr1:11065791-11065913	122	153.953	314.857	170.187	459.527	OK
CUFF.63.1	-	-	CUFF.63	-	-	chr1:11098461-11098596	135	100.175	204.873	108.231	301.514	OK
CUFF.65.1	-	-	CUFF.65	-	-	chr1:11185891-11185977	86	219.91	449.748	109.771	789.726	OK
CUFF.66.1	-	-	CUFF.66	-	-	chr1:11186639-11204168	489	7.40176	15.1377	10.9684	19.307	OK
CUFF.67.1	-	-	CUFF.67	-	-	chr1:11101070-11140328	1032	7.6198	15.5836	13.1041	18.0632	OK
CUFF.64.1	-	-	CUFF.64	-	-	chr1:11142652-11149849	185	32.2868	66.0315	34.8834	97.1796	OK
CUFF.70.1	-	-	CUFF.70	-	-	chr1:11265674-11265745	71	1067.4	2183	1045.35	3320.65	OK
CUFF.71.1	-	-	CUFF.71	-	-	chr1:11208509-11231797	262	24.8587	50.8398	35.2205	66.4592	OK
CUFF.72.1	-	-	CUFF.72	-	-	chr1:11265973-11266157	184	16.4511	33.645	11.215	56.0749	OK
CUFF.68.1	-	-	CUFF.68	-	-	chr1:11153544-11185255	1432	6.36073	13.0087	11.1211	14.8962	OK
CUFF.59.1	-	-	CUFF.59	-	-	chr1:9606979-9627143	2798	92.7214	189.629	180.215	199.044	OK
CUFF.59.2	-	-	CUFF.59	-	-	chr1:9606979-9627143	2798	12.7106	25.9951	23.235	28.7551	OK
CUFF.69.1	-	-	CUFF.69	-	-	chr1:11068015-11089879	365	13.0178	26.6235	19.2907	33.9562	OK
CUFF.73.1	-	-	CUFF.73	-	-	chr1:11601119-11601794	675	11.3247	23.1607	19.1517	27.1698	OK
CUFF.74.1	-	-	CUFF.74	-	-	chr1:11747974-11798563	209	20.1011	41.1098	21.1686	61.051	OK
CUFF.75.1	-	-	CUFF.75	-	-	chr1:11829838-11933604	114	156.819	320.718	153.579	487.858	OK
CUFF.77.1	-	-	CUFF.77	-	-	chr1:11289274-11303510	5849	7.14637	14.6154	13.4456	15.7853	OK
CUFF.77.2	-	-	CUFF.77	-	-	chr1:11289274-11347100	5182	1.5202	3.10903	2.4702	3.74786	OK
CUFF.78.1	-	-	CUFF.78	-	-	chr1:11974919-11975225	306	5.25124	10.7396	4.99903	16.4801	OK
CUFF.79.1	-	-	CUFF.79	-	-	chr1:11975292-11975542	250	9.984	20.4188	9.77772	31.0599	OK
CUFF.81.1	-	-	CUFF.81	-	-	chr1:12805187-12807879	170	24.1495	49.3894	17.4993	81.2795	OK
CUFF.82.1	-	-	CUFF.82	-	-	chr1:12821976-12836135	146	37.5909	76.8791	25.6264	128.132	OK
CUFF.83.1	-	-	CUFF.83	-	-	chr1:12818409-12820848	327	9.19647	18.8082	11.823	25.7933	OK
CUFF.84.1	-	-	CUFF.84	-	-	chr1:12859270-12859619	349	6.79212	13.8909	8.32953	19.4523	OK
CUFF.76.1	-	-	CUFF.76	-	-	chr1:10137586-10215984	6622	3.8004	7.7724	6.89467	8.65013	OK
CUFF.76.2	-	-	CUFF.76	-	-	chr1:10137586-10215984	6622	8.20692	16.7844	15.5126	18.0562	OK
CUFF.80.1	-	-	CUFF.80	-	-	chr1:11414479-11601062	5533	2.24143	4.58407	3.82661	5.34154	OK
CUFF.80.2	-	-	CUFF.80	-	-	chr1:11414479-11601062	5681	8.65471	17.7002	16.3404	19.0599	OK
CUFF.85.1	-	-	CUFF.85	-	-	chr1:12839897-12859002	857	4.95096	10.1255	7.84855	12.4024	OK
CUFF.86.1	-	-	CUFF.86	-	-	chr1:12859691-12860651	960	3.69677	7.56045	5.72596	9.39494	OK
CUFF.88.1	-	-	CUFF.88	-	-	chr1:13160268-13165061	404	5.55901	11.369	7.07194	15.6661	OK
CUFF.89.1	-	-	CUFF.89	-	-	chr1:13139162-13142535	3373	12.7428	26.061	24.4108	27.7112	OK
CUFF.90.1	-	-	CUFF.90	-	-	chr1:13166917-13174246	357	6.19282	12.6653	7.45985	17.8707	OK
CUFF.91.1	-	-	CUFF.91	-	-	chr1:13175072-13180626	570	9.03602	18.48	14.3957	22.5644	OK
CUFF.87.1	-	-	CUFF.87	-	-	chr1:13142637-13146967	228	11.552	23.6257	10.5205	36.7308	OK
CUFF.92.1	-	-	CUFF.92	-	-	chr1:13221306-13224712	277	11.315	23.1408	13.4423	32.8394	OK
CUFF.93.1	-	-	CUFF.93	-	-	chr1:13564710-13570083	1992	9.04204	18.4924	16.6523	20.3324	OK
CUFF.94.1	-	-	CUFF.94	-	-	chr1:13571803-13589711	734	1.77357	3.62722	1.49757	5.75687	OK
CUFF.94.2	-	-	CUFF.94	-	-	chr1:13571803-13589711	734	12.2267	25.0055	20.6623	29.3486	OK
CUFF.96.1	-	-	CUFF.96	-	-	chr1:13625084-13625880	796	2.66254	5.4453	3.69739	7.19321	OK
CUFF.95.1	-	-	CUFF.95	-	-	chr1:13625930-13626276	346	4.08807	8.36071	3.97008	12.7513	OK
CUFF.97.1	-	-	CUFF.97	-	-	chr1:13626373-13626679	306	6.75159	13.808	7.29456	20.3215	OK
CUFF.98.1	-	-	CUFF.98	-	-	chr1:13630087-13647503	424	6.50329	13.3002	8.78408	17.8163	OK
CUFF.99.1	-	-	CUFF.99	-	-	chr1:14169026-14169923	897	2.88011	5.89026	4.21323	7.56728	OK
CUFF.100.1	-	-	CUFF.100	-	-	chr1:14170099-14170417	318	10.8762	22.2435	14.3637	30.1234	OK
CUFF.101.1	-	-	CUFF.101	-	-	chr1:14170480-14170567	87	299.739	613.011	217.198	1008.83	OK
CUFF.102.1	-	-	CUFF.102	-	-	chr1:14179484-14183409	247	9.66957	19.7757	9.20516	30.3463	OK
CUFF.104.1	-	-	CUFF.104	-	-	chr1:14550814-14550880	66	3143.23	6428.38	4119.53	8737.23	OK
CUFF.103.1	-	-	CUFF.103	-	-	chr1:14184432-14184665	117	94.793	193.866	68.6892	319.043	OK
CUFF.105.1	-	-	CUFF.105	-	-	chr1:14777709-14777932	223	13.3657	27.3349	12.7238	41.946	OK
CUFF.106.1	-	-	CUFF.106	-	-	chr1:14777990-14778079	89	355.494	727.039	323.75	1130.33	OK
CUFF.107.1	-	-	CUFF.107	-	-	chr1:15286194-15286443	249	8.08565	16.5364	6.95288	26.1199	OK
CUFF.108.1	-	-	CUFF.108	-	-	chr1:15709688-15710427	739	3.43016	7.01519	4.94296	9.08742	OK
CUFF.109.1	-	-	CUFF.109	-	-	chr1:15711299-15711502	203	14.3452	29.3382	11.6466	47.0298	OK
CUFF.110.1	-	-	CUFF.110	-	-	chr1:15712496-15712969	473	3.1063	6.35285	3.58024	9.12546	OK
CUFF.111.1	-	-	CUFF.111	-	-	chr1:15711985-15712284	299	9.16951	18.753	10.8934	26.6126	OK
CUFF.112.1	-	-	CUFF.112	-	-	chr1:15711569-15711926	357	4.38658	8.97123	4.61954	13.3229	OK
CUFF.113.1	-	-	CUFF.113	-	-	chr1:15713104-15713435	331	4.92581	10.074	5.03701	15.111	OK
CUFF.114.1	-	-	CUFF.114	-	-	chr1:15713547-15714017	470	4.63693	9.48322	6.07675	12.8897	OK
CUFF.115.1	-	-	CUFF.115	-	-	chr1:15714696-15715244	548	2.54764	5.2103	2.98862	7.43198	OK
CUFF.116.1	-	-	CUFF.116	-	-	chr1:15714068-15714358	290	7.79299	15.9378	8.41971	23.456	OK
CUFF.117.1	-	-	CUFF.117	-	-	chr1:15716018-15716305	287	5.3458	10.933	4.59688	17.2691	OK
CUFF.118.1	-	-	CUFF.118	-	-	chr1:15715341-15715712	371	6.3998	13.0886	8.04054	18.1366	OK
CUFF.119.1	-	-	CUFF.119	-	-	chr1:15718822-15719051	229	14.0194	28.6717	14.3359	43.0076	OK
CUFF.120.1	-	-	CUFF.120	-	-	chr1:15721477-15721821	344	5.33748	10.916	5.9003	15.9316	OK
CUFF.121.1	-	-	CUFF.121	-	-	chr1:15719655-15720429	774	2.94005	6.01285	4.14269	7.88302	OK
CUFF.122.1	-	-	CUFF.122	-	-	chr1:15719113-15719250	137	89.6252	183.297	94.3849	272.209	OK
CUFF.123.1	-	-	CUFF.123	-	-	chr1:15720510-15720732	222	15.5002	31.7003	15.8502	47.5505	OK
CUFF.124.1	-	-	CUFF.124	-	-	chr1:15720928-15721363	435	2.58154	5.27965	2.52821	8.03109	OK
CUFF.125.1	-	-	CUFF.125	-	-	chr1:15719332-15719586	254	13.954	28.5381	16.3694	40.7068	OK
CUFF.126.1	-	-	CUFF.126	-	-	chr1:15721879-15722489	610	3.04355	6.22453	3.98861	8.46045	OK
CUFF.127.1	-	-	CUFF.127	-	-	chr1:15722675-15723730	1055	6.14722	12.572	10.3744	14.7696	OK
CUFF.128.1	-	-	CUFF.128	-	-	chr1:15819655-15819763	108	115.534	236.284	78.7615	393.807	OK
CUFF.129.1	-	-	CUFF.129	-	-	chr1:15831505-15843179	516	6.76412	13.8337	10.0235	17.6438	OK
CUFF.130.1	-	-	CUFF.130	-	-	chr1:16131543-16131702	159	30.6712	62.7272	22.225	103.229	OK
CUFF.131.1	-	-	CUFF.131	-	-	chr1:16131820-16132518	698	4.68291	9.57726	7.01859	12.1359	OK
CUFF.132.1	-	-	CUFF.132	-	-	chr1:16561523-16561781	258	6.05175	12.3768	4.38524	20.3683	OK
CUFF.133.1	-	-	CUFF.133	-	-	chr1:16564833-16565160	327	4.12255	8.43125	3.75443	13.1081	OK
CUFF.134.1	-	-	CUFF.134	-	-	chr1:16565225-16565439	214	10.9294	22.3522	7.91966	36.7847	OK
CUFF.135.1	-	-	CUFF.135	-	-	chr1:16565786-16566438	652	6.14127	12.5598	9.49103	15.6286	OK
CUFF.136.1	-	-	CUFF.136	-	-	chr1:16566533-16566901	368	9.89132	20.2293	13.8305	26.6281	OK
CUFF.137.1	-	-	CUFF.137	-	-	chr1:16567631-16567822	191	17.6649	36.1275	14.3418	57.9132	OK
CUFF.138.1	-	-	CUFF.138	-	-	chr1:16568378-16568795	417	5.40951	11.0633	6.95447	15.1721	OK
CUFF.139.1	-	-	CUFF.139	-	-	chr1:16639278-16639659	381	3.58281	7.32739	3.6637	10.9911	OK
CUFF.140.1	-	-	CUFF.140	-	-	chr1:16640338-16640684	346	3.8802	7.93559	3.69384	12.1773	OK
CUFF.141.1	-	-	CUFF.141	-	-	chr1:16639917-16640234	317	4.45368	9.10845	4.05599	14.1609	OK
CUFF.142.1	-	-	CUFF.142	-	-	chr1:16568888-16619276	2861	19.7486	40.3889	37.5874	43.1903	OK
CUFF.143.1	-	-	CUFF.143	-	-	chr1:16767309-16767745	436	5.48371	11.215	7.24205	15.188	OK
CUFF.144.1	-	-	CUFF.144	-	-	chr1:16768228-16768358	130	115.159	235.517	124.42	346.614	OK
CUFF.145.1	-	-	CUFF.145	-	-	chr1:16665472-16678168	1340	20.7538	42.4446	38.9013	45.9879	OK
CUFF.146.1	-	-	CUFF.146	-	-	chr1:17091311-17091516	205	20.1866	41.2847	20.6424	61.9271	OK
CUFF.149.1	-	-	CUFF.149	-	-	chr1:16641730-16656319	1969	7.79232	15.9365	13.458	18.4149	OK
CUFF.149.2	-	-	CUFF.149	-	-	chr1:16641730-16656887	2011	36.346	74.3332	69.2651	79.4012	OK
CUFF.151.1	-	-	CUFF.151	-	-	chr1:17397525-17397848	323	5.72056	11.6994	6.02668	17.3722	OK
CUFF.152.1	-	-	CUFF.152	-	-	chr1:17398091-17398379	288	9.92783	20.3039	11.6484	28.9594	OK
CUFF.153.1	-	-	CUFF.153	-	-	chr1:17398998-17399234	236	17.9122	36.6331	21.0165	52.2496	OK
CUFF.147.1	-	-	CUFF.147	-	-	chr1:16995016-16997086	2070	2.59717	5.3116	4.34177	6.28144	OK
CUFF.148.1	-	-	CUFF.148	-	-	chr1:16997306-16997560	254	10.1484	20.755	10.3775	31.1325	OK
CUFF.150.1	-	-	CUFF.150	-	-	chr1:17003897-17004392	495	4.2405	8.67246	5.55722	11.7877	OK
CUFF.154.1	-	-	CUFF.154	-	-	chr1:16228811-16519221	2676	14.5473	29.7514	27.0401	32.4626	OK
CUFF.154.2	-	-	CUFF.154	-	-	chr1:16344241-16519221	3125	35.5659	72.7377	68.424	77.0515	OK
CUFF.155.1	-	-	CUFF.155	-	-	chr1:17146940-17164277	3723	11.255	23.0181	20.9695	25.0667	OK
CUFF.155.2	-	-	CUFF.155	-	-	chr1:17156946-17164277	3549	11.6118	23.7478	21.6111	25.8846	OK
CUFF.156.1	-	-	CUFF.156	-	-	chr1:18262831-18262896	65	4187.27	8563.61	5818.03	11309.2	OK
CUFF.157.1	-	-	CUFF.157	-	-	chr1:19331743-19331818	75	669.968	1370.19	576.108	2164.26	OK
CUFF.158.1	-	-	CUFF.158	-	-	chr1:19332986-19333200	214	18.0334	36.8811	18.449	55.3132	OK
CUFF.159.1	-	-	CUFF.159	-	-	chr1:20934939-20935167	228	9.7748	19.991	7.93596	32.046	OK
CUFF.160.1	-	-	CUFF.160	-	-	chr1:20932061-20934721	318	10.8762	22.2435	14.3637	30.1234	OK
CUFF.161.1	-	-	CUFF.161	-	-	chr1:20935422-20939714	4292	21.8417	44.6697	42.7791	46.5603	OK
CUFF.162.1	-	-	CUFF.162	-	-	chr1:21469474-21505427	425	15.6457	31.9978	25.0986	38.897	OK
CUFF.165.1	-	-	CUFF.165	-	-	chr1:21505683-21593614	394	15.2461	31.1805	23.8073	38.5537	OK
CUFF.166.1	-	-	CUFF.166	-	-	chr1:21511872-21513031	1159	13.3833	27.3708	24.2952	30.4464	OK
CUFF.167.1	-	-	CUFF.167	-	-	chr1:22346293-22346503	210	26.7653	54.7391	31.7974	77.6809	OK
CUFF.164.1	-	-	CUFF.164	-	-	chr1:21398417-21457612	5285	13.2771	27.1538	25.8303	28.4772	OK
CUFF.168.1	-	-	CUFF.168	-	-	chr1:22373351-22432843	830	4.79855	9.81377	6.86066	12.7669	OK
CUFF.168.2	-	-	CUFF.168	-	-	chr1:22373351-22432843	893	5.1205	10.4722	7.69848	13.2459	OK
CUFF.168.3	-	-	CUFF.168	-	-	chr1:22373351-22404509	451	7.30223	14.9342	9.4633	20.405	OK
CUFF.171.1	-	-	CUFF.171	-	-	chr1:22285992-22296993	3139	17.7418	36.2846	33.4045	39.1648	OK
CUFF.171.2	-	-	CUFF.171	-	-	chr1:22285992-22288654	2662	19.6887	40.2663	36.9521	43.5806	OK
CUFF.163.1	-	-	CUFF.163	-	-	chr1:21218837-21230152	890	21.0934	43.1392	38.2268	48.0517	OK
CUFF.170.1	-	-	CUFF.170	-	-	chr1:22468190-22533434	727	33.9424	69.4173	62.7977	76.0369	OK
CUFF.169.1	-	-	CUFF.169	-	-	chr1:22538287-22805673	756	2.11117	4.31765	2.22466	6.41065	OK
CUFF.169.2	-	-	CUFF.169	-	-	chr1:22538287-22726940	642	10.0852	20.6259	16.2519	24.9998	OK
CUFF.172.1	-	-	CUFF.172	-	-	chr1:23366349-23379056	4558	19.8159	40.5265	37.9047	43.1482	OK
CUFF.172.2	-	-	CUFF.172	-	-	chr1:23366349-23379056	4555	8.36016	17.0978	15.4281	18.7675	OK
CUFF.173.1	-	-	CUFF.173	-	-	chr1:24011230-24011729	499	2.56394	5.24365	2.83431	7.653	OK
CUFF.174.1	-	-	CUFF.174	-	-	chr1:24011782-24012470	688	6.01543	12.3025	9.39332	15.2116	OK
CUFF.175.1	-	-	CUFF.175	-	-	chr1:23995904-24005617	678	17.6686	36.1351	31.0925	41.1776	OK
CUFF.176.1	-	-	CUFF.176	-	-	chr1:24029073-24029378	305	8.70111	17.7951	10.337	25.2532	OK
CUFF.177.1	-	-	CUFF.177	-	-	chr1:24029435-24030091	656	3.61697	7.39725	5.05739	9.73711	OK
CUFF.178.1	-	-	CUFF.178	-	-	chr1:24030192-24030530	338	4.97753	10.1798	5.24187	15.1177	OK
CUFF.181.1	-	-	CUFF.181	-	-	chr1:24028293-24028995	702	3.84447	7.86253	5.58122	10.1438	OK
CUFF.180.1	-	-	CUFF.180	-	-	chr1:24026639-24028240	170	24.1495	49.3894	17.4993	81.2795	OK
CUFF.182.1	-	-	CUFF.182	-	-	chr1:24030755-24044231	333	4.85466	9.92852	4.96426	14.8928	OK
CUFF.179.1	-	-	CUFF.179	-	-	chr1:24014778-24024874	568	1.35231	2.76569	0.646075	4.8853	OK
CUFF.179.2	-	-	CUFF.179	-	-	chr1:24014778-24024874	568	4.0114	8.20392	5.07516	11.3327	OK
CUFF.183.1	-	-	CUFF.183	-	-	chr1:24046365-24054127	320	8.69898	17.7907	10.7863	24.7952	OK
CUFF.186.1	-	-	CUFF.186	-	-	chr1:24258723-24258971	248	7.5038	15.3464	6.09218	24.6006	OK
CUFF.187.1	-	-	CUFF.187	-	-	chr1:24258078-24258267	189	16.6538	34.0595	12.0677	56.0513	OK
CUFF.184.1	-	-	CUFF.184	-	-	chr1:23845287-23922124	2433	6.54922	13.3941	11.396	15.3923	OK
CUFF.184.2	-	-	CUFF.184	-	-	chr1:23845287-23922124	2514	25.9029	52.9754	49.2339	56.717	OK
CUFF.185.1	-	-	CUFF.185	-	-	chr1:23846626-23846907	281	5.6694	11.5948	4.87514	18.3144	OK
CUFF.188.1	-	-	CUFF.188	-	-	chr1:23847378-23847506	128	88.0906	180.159	80.2246	280.093	OK
CUFF.189.1	-	-	CUFF.189	-	-	chr1:23847603-23847796	193	24.789	50.6973	25.3486	76.0459	OK
CUFF.190.1	-	-	CUFF.190	-	-	chr1:23847858-23848195	337	6.19216	12.6639	7.13693	18.1909	OK
CUFF.191.1	-	-	CUFF.191	-	-	chr1:24765911-24766278	367	30.0937	61.5462	50.4792	72.6132	OK
CUFF.192.1	-	-	CUFF.192	-	-	chr1:25531871-25532001	130	70.3747	143.927	57.1358	230.718	OK
CUFF.193.1	-	-	CUFF.193	-	-	chr1:25396434-25432579	377	21.5257	44.0232	34.9293	53.1172	OK
CUFF.194.1	-	-	CUFF.194	-	-	chr1:25456992-25505018	585	11.1919	22.8892	18.4636	27.3148	OK
CUFF.197.1	-	-	CUFF.197	-	-	chr1:27990521-27990773	252	14.9419	30.5584	17.751	43.3657	OK
CUFF.196.1	-	-	CUFF.196	-	-	chr1:25067560-25228770	2919	4.28852	8.77068	7.31016	10.2312	OK
CUFF.196.2	-	-	CUFF.196	-	-	chr1:25067560-25228770	2919	16.106	32.9392	30.3283	35.55	OK
CUFF.198.1	-	-	CUFF.198	-	-	chr1:29737312-29737574	262	19.0776	39.0166	25.3627	52.6705	OK
CUFF.200.1	-	-	CUFF.200	-	-	chr1:30642117-30642224	107	155.184	317.375	128.903	505.848	OK
CUFF.195.1	-	-	CUFF.195	-	-	chr1:25553707-25826777	903	4.3676	8.93241	6.38427	11.4805	OK
CUFF.195.2	-	-	CUFF.195	-	-	chr1:25559753-25826777	886	5.53227	11.3143	8.52243	14.1062	OK
CUFF.199.1	-	-	CUFF.199	-	-	chr1:25829462-25829889	427	6.95114	14.2161	9.6583	18.774	OK
CUFF.208.1	-	-	CUFF.208	-	-	chr1:32172903-32244111	317	6.50922	13.3123	7.1956	19.4291	OK
CUFF.209.1	-	-	CUFF.209	-	-	chr1:32333466-32333533	67	650.489	1330.35	324.7	2336	OK
CUFF.201.1	-	-	CUFF.201	-	-	chr1:30802368-30891935	1931	8.96774	18.3404	16.4745	20.2062	OK
CUFF.202.1	-	-	CUFF.202	-	-	chr1:30804296-30804867	571	9.55436	19.5401	15.3401	23.7401	OK
CUFF.203.1	-	-	CUFF.203	-	-	chr1:30804969-30811969	1605	8.21438	16.7997	14.8099	18.7894	OK
